"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Algérie","DZA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","355049987.792969","437910003.662109","397630004.882813","281910003.662109","227839996.337891","146229995.727539","126919998.168945","107639999.389648","119610000.610352","131229995.727539","122209999.084473","120989997.86377","110300003.051758","125089996.337891","128330001.831055","235270004.272461","145369995.117188","129149993.896484","190289993.286133","110839996.337891","205160003.662109","167070007.324219","134699996.948242","93279998.7792969","120980003.356934","172149993.896484","167330001.831055","213449996.948242","171979995.727539","158210006.713867","331649993.896484","211169998.168945","374790008.544922","326309997.558594","295489990.234375","295739990.234375","306880004.882813","247889999.389648","419869995.117188","137979995.727539","199960006.713867","198860000.610352","186119995.117188","239240005.493164","316970001.220703","347380004.882813","240679992.675781","395010009.765625","324829986.572266","302390014.648438","201250000","193350006.103516","147320007.324219","203419998.168945","160619995.117188","71129997.253418","144550003.051758","174679992.675781","144529998.779297","175720001.220703","",
"Asie de l’Est et Pacifique (hors revenu élevé)","EAP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","521840005.345643","485030004.229397","560949992.30653","541000000.132248","565500009.458512","771439989.313483","936370017.915964","1099080006.42061","1163130004.4246","1244949969.35129","1358769985.10957","1560019992.36643","1762580024.30201","1948919972.74756","2446089990.98279","2049509985.45997","1778789998.56114","1712770019.33195","2457819982.86583","2905619991.76815","3280489999.44143","3579729967.7413","3387400020.7223","3456439982.97863","3563269933.01325","3613709959.75286","4455649995.52071","5302280106.71958","6285299989.77855","6520190013.02868","7305410003.60996","7038869975.86489","9458140007.05816","8854749848.2056","9179850052.87454","9448259942.01377","7759069830.49214","6543680136.20377","8096189836.8597","9566739985.466","8242370089.76936","7084490101.57585","6999100062.3703","6797159977.43607","6698899950.02747","9265909940.24277","7555189963.34076","8339119774.81842","8444590152.26364","9501010045.05157","9439880192.27982","7499870029.44946","8868360128.40271","12010670212.7457","9495230051.99432","8525499851.58443","7720130126.95313","8414689969.53964","8259290054.32129","7378829912.18567","",
"de dividende précoce démographique","EAR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asie de l’Est et Pacifique","EAS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","888420015.307143","840580000.108108","887390002.496541","904570015.71916","800860012.728721","1074499993.86072","1288840025.73788","1473300001.88202","1518870009.99041","1701369957.60165","1764119997.7342","2040270000.02936","2306280014.20572","2421879970.32702","2877359982.79601","2505739979.79052","2201660000.45836","2234010014.64762","2944349992.2324","3464959982.49203","3911450014.05105","4382619966.3654","3938030020.62812","3990109980.67074","4074929915.4561","4117219956.43526","5165079995.22984","6113060119.69969","7081229995.41834","7443490009.97096","8059170010.73807","7794559966.97396","10139570026.7944","9703379845.63783","9899780047.24905","10441589925.278","8438109858.05094","7091290164.29186","8755279847.69642","10178089996.7477","8242370089.76936","7084490101.57585","6999100062.3703","6797159977.43607","6698899950.02747","9265909940.24277","7555189963.34076","8339119774.81842","8444590152.26364","9501010045.05157","9439880192.27982","7499870029.44946","8868360128.40271","12010670212.7457","9495230051.99432","8525499851.58443","7720130126.95313","8414689969.53964","8259290054.32129","7378829912.18567","",
"Europe et Asie centrale (hors revenu élevé)","ECA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","207199996.948242","353360000.610352","395360000.610352","377580001.831055","263150001.525879","266000000","318340003.967285","200879995.822906","167690004.825592","178239994.049072","136620002.746582","199719996.452332","267659996.032715","204519996.643066","114029998.779297","84040000.9155273","157169998.168945","99880002.0217896","130500000","554119983.673096","935899991.989136","712239975.92926","639699999.809265","358389985.322952","243259995.698929","190390006.065369","358269990.921021","413719993.591309","331089998.722076","198160005.340353","1360939974.55575","2214780039.09625","2350230062.72316","3706199982.40471","2802030027.38953","3099029994.9646","3010379989.62402","2517749982.83386","2852509951.59149","4613610035.41946","4442420035.83908","4260340079.78439","6172769874.09592","4479059942.5137","4689859979.62952","4824019959.68819","6007630027.771","5793659950.25635","7020559988.02185","7678640005.11169","7156200000.76294","10442530050.2777","9997339969.63501","8997940103.53088","10380229999.5422","8548860034.46579","9732459959.98383","9776560030.46036","7666450116.15753","7492509980.20172","",
"Europe et Asie centrale","ECS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","231469997.100532","374550000.160933","411990000.188351","391630001.693964","281510001.376271","278230000.019073","321910003.93033","234319995.522499","187020005.643368","200999994.516373","169880002.498627","230849996.089935","309609997.749329","234849996.566772","165709998.726845","150880001.068115","265139999.15123","238390004.873276","227190000.414848","642619982.481003","1089759992.12265","833499974.489212","739309999.227524","445149983.406067","324889996.647835","294100004.196167","452199990.868568","521619996.547699","430669996.023178","305800008.067861","1462929976.71105","2342660035.87283","2474300059.80469","3830349982.97691","3036310031.89087","3326099994.3018","3370359984.39789","2767209986.80592","3061899952.76928","4822670039.17694","4568740039.3486","4498030074.59641","6356129878.52097","4599459944.03958","4809519983.29163","4947479958.77266","6204140022.27783","5956569953.91846","7261619985.58044","7847470006.94275","7287750003.8147","10442530050.2777","9997339969.63501","8997940103.53088","10380229999.5422","8548860034.46579","9732459959.98383","9776560030.46036","7666450116.15753","7492509980.20172","",
"Équateur","ECU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","6699999.80926514","11770000.4577637","13409999.8474121","16229999.5422363","19000000","20920000.0762939","25409999.8474121","27209999.0844727","22569999.6948242","17590000.1525879","19100000.3814697","21739999.7711182","19159999.8474121","29459999.0844727","28139999.3896484","38849998.4741211","45419998.1689453","32389999.3896484","31180000.3051758","58130001.0681152","33040000.9155273","34159999.8474121","40020000.4577637","48459999.0844727","68349998.4741211","79129997.253418","95980003.3569336","191759994.506836","149679992.675781","140000000","144699996.948242","197779998.779297","221320007.324219","185710006.713867","192029998.779297","187619995.117188","238429992.675781","158100006.103516","181059997.558594","153130004.882813","155169998.168945","171250000","233520004.272461","202830001.831055","184350006.103516","257799987.792969","213869995.117188","230059997.558594","248419998.168945","223559997.558594","168529998.779297","181300003.051758","148059997.558594","150520004.272461","165050003.051758","318160003.662109","243710006.713867","211110000.610352","404010009.765625","525049987.792969","",
"Égypte, République arabe d’","EGY","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","178410003.662109","117769996.643066","188039993.286133","207089996.337891","235300003.051758","122760002.13623","97239997.8637695","33000000","25700000.7629395","9899999.61853027","170940002.441406","138710006.713867","139940002.441406","886919982.910156","1376270019.53125","2513429931.64063","2432879882.8125","2639179931.64063","2697929931.64063","1572469970.70313","1383150024.41406","1297709960.9375","1457030029.29688","1456780029.29688","1768050048.82813","1774180053.71094","1669439941.40625","1723160034.17969","1496810058.59375","1644199951.17188","6065200195.3125","5408839843.75","3737699951.17188","2485229980.46875","2692199951.17188","2028069946.28906","2193899902.34375","2009459960.9375","1974140014.64844","1620250000","1370829956.05469","1300390014.64844","1308729980.46875","1017179992.67578","1502839965.82031","1046310058.59375","909030029.296875","1138689941.40625","1688530029.29688","982739990.234375","599159973.144531","423730010.986328","1813430053.71094","5512509765.625","3537600097.65625","2524530029.29688","2437350097.65625","33110000.6103516","2080850097.65625","1740589965.82031","",
"Zone euro","EMU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Érythrée","ERI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","29999.9993294477","","620000.004768372","2150000.09536743","1620000.00476837","","2119999.88555908","4929999.82833862","4139999.8664856","4679999.82833862","5610000.1335144","4500000","4500000","4500000","","1000000","2000000","2000000","","4500000","","1000000","67709999.0844727","154149993.896484","148289993.286133","157490005.493164","123510002.13623","168809997.558594","149869995.117188","178020004.272461","284700012.207031","226669998.168945","316959991.455078","263519989.013672","349739990.234375","126190002.441406","158529998.779297","145419998.168945","142619995.117188","162309997.558594","133410003.662109","135970001.220703","81309997.5585938","84190002.4414063","93919998.1689453","66819999.6948242","79199996.9482422","84239997.8637695","276929992.675781","",
"Espagne","ESP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonie","EST","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Éthiopie","ETH","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","15350000.3814697","20959999.0844727","26940000.5340576","24899999.6185303","15979999.5422363","20930000.3051758","25399999.6185303","27680000.3051758","42349998.4741211","38740001.6784668","39680000.3051758","46979999.5422363","47319999.6948242","66279998.7792969","116900001.525879","131949996.948242","139750000","115089996.337891","139320007.324219","190580001.831055","211100006.103516","244850006.103516","199330001.831055","338149993.896484","359410003.662109","718409973.144531","631109985.351563","623280029.296875","965440002.441406","727789978.027344","1009250000","1091869995.11719","1162510009.76563","1081219970.70313","1063579956.05469","876979980.46875","816500000","578909973.144531","660239990.234375","643289978.027344","687799987.792969","1103599975.58594","1324739990.23438","1621160034.17969","1830300048.82813","1929119995.11719","2034550048.82813","2606550048.82813","3316250000","3823760009.76563","3455159912.10938","3495889892.57813","3243290039.0625","3885540039.0625","3583959960.9375","3238889892.57813","4084370117.1875","4124750000","4941029785.15625","4809970214.84375","",
"Union européenne","EUU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile et les situations de conflit touchées","FCS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlande","FIN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fidji","FJI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1080000.04291534","1009999.99046326","10819999.6948242","4429999.82833862","3440000.05722046","4360000.1335144","4110000.1335144","2829999.92370605","6210000.03814697","8750000","6960000.03814697","10640000.3433228","8460000.03814697","14569999.6948242","14850000.3814697","19360000.6103516","23159999.8474121","22979999.5422363","26319999.6948242","30709999.0844727","35869998.9318848","40159999.8474121","35029998.7792969","31620000.8392334","30530000.6866455","31360000.6103516","41659999.8474121","35490001.6784668","52290000.9155273","40529998.7792969","49220001.2207031","44810001.373291","62740001.6784668","59840000.1525879","39110000.6103516","42799999.2370605","46790000.9155273","44509998.3215332","36889999.3896484","35200000.7629395","29370000.8392334","26180000.3051758","34169998.1689453","51250000","65529998.7792969","66080001.8310547","55799999.2370605","50880001.0681152","45080001.8310547","66410003.6621094","75839996.3378906","75389999.3896484","105370002.746582","91220001.2207031","94239997.8637695","102480003.356934","117419998.168945","145899993.896484","120959999.084473","139070007.324219","",
"France","FRA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Féroé","FRO","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronésie, États fédérés de","FSM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460000.00834465","13189999.5803833","62130001.0681152","102660003.662109","73550003.0517578","112690002.441406","84440002.4414063","73639999.3896484","102879997.253418","97480003.3569336","135399993.896484","110730003.356934","112269996.643066","85370002.746582","104819999.694824","106239997.86377","111709999.084473","91129997.253418","120910003.662109","63770000.4577637","130639999.389648","143259994.506836","143210006.713867","117010002.13623","81389999.3896484","50830001.8310547","98150001.5258789","98790000.9155273","92540000.9155273","",
"Gabon","GAB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","19999.9995529652","560000.002384186","2640000.10490417","4059999.94277954","14859999.6566772","13020000.4577637","13479999.5422363","15000000","13289999.961853","18709999.0844727","23760000.2288818","23719999.3133545","26819999.6948242","39189998.626709","24620000.8392334","60400001.5258789","33959999.0844727","27170000.0762939","43430000.3051758","36619998.9318848","55580001.8310547","43169998.1689453","61849998.4741211","63459999.0844727","75279998.7792969","60750000","78650001.5258789","82260002.1362305","105739997.86377","132059997.558594","131229995.727539","142710006.713867","68510002.1362305","100860000.610352","181029998.779297","143740005.493164","126510002.13623","38830001.8310547","44639999.3896484","47799999.2370605","11850000.3814697","8640000.34332275","71660003.6621094","-10920000.0762939","40040000.9155273","50299999.2370605","31209999.0844727","53209999.0844727","64120002.746582","77949996.9482422","106269996.643066","69449996.9482422","68849998.4741211","87209999.0844727","111269996.643066","98779998.7792969","41619998.9318848","106349998.474121","116959999.084473","116709999.084473","",
"Royaume-Uni","GBR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Géorgie","GEO","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209999.993443489","20350000.3814697","104779998.779297","177320007.324219","209059997.558594","309369995.117188","242029998.779297","208669998.168945","246839996.337891","171949996.948242","294130004.882813","317209991.455078","228669998.168945","314209991.455078","293339996.337891","357190002.441406","381929992.675781","818109985.351563","794070007.324219","588859985.351563","545059997.558594","659190002.441406","646309997.558594","563760009.765625","448929992.675781","462739990.234375","447440002.441406","589859985.351563","496730010.986328","",
"Ghana","GHA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","2940000.05722046","2970000.02861023","5610000.1335144","18010000.2288818","20219999.3133545","46220001.2207031","62189998.626709","45279998.7792969","62200000.7629395","71269996.6430664","59099998.4741211","56840000.1525879","58560001.373291","40900001.5258789","36319999.6948242","124209999.084473","61540000.9155273","90169998.1689453","112180000.305176","168220001.220703","190809997.558594","144119995.117188","138729995.727539","108389999.389648","213119995.117188","194330001.831055","358880004.882813","409019989.013672","575590026.855469","715530029.296875","559719970.703125","878630004.882813","614219970.703125","627260009.765625","547719970.703125","649869995.117188","651270019.53125","494170013.427734","703880004.882813","610090026.855469","600650024.414063","644849975.585938","689369995.117188","985039978.027344","1419010009.76563","1152640014.64844","1236250000","1162920043.94531","1312170043.94531","1584680053.71094","1697219970.70313","1803869995.11719","1799290039.0625","1328170043.94531","1123130004.88281","1770479980.46875","1318650024.41406","1263550048.82813","1067540039.0625","936320007.324219","",
"Gibraltar","GIB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","469999.998807907","870000.004768372","430000.007152557","-9999.99977648258","509999.990463257","1059999.94277954","1789999.96185303","2720000.02861023","899999.976158142","1379999.99523163","2650000.09536743","3819999.9332428","4190000.05722046","6250000","6619999.88555908","3029999.97138977","2950000.04768372","4449999.80926514","3529999.97138977","6530000.20980835","11149999.6185303","7420000.07629395","3119999.88555908","3390000.10490417","10960000.038147","28920000.0762939","20819999.6948242","14560000.4196167","16190000.5340576","449999.988079071","560000.002384186","2569999.9332428","3140000.10490417","-9999.99977648258","569999.992847443","209999.993443489","-239999.994635582","370000.004768372","219999.998807907","29999.9993294477","","","","","","","","","","","","","","","","","","","","","",
"Guinée","GIN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","159999.996423721","2529999.97138977","10189999.5803833","23299999.2370605","14140000.3433228","24020000.4577637","14390000.3433228","8000000","6099999.90463257","13430000.3051758","10250000","9550000.19073486","4789999.96185303","11220000.2670288","19809999.4659424","24370000.8392334","10409999.8474121","22600000.3814697","59299999.2370605","55560001.373291","88669998.1689453","106510002.13623","115489997.86377","66480003.3569336","120220001.220703","112919998.168945","168270004.272461","220809997.558594","254960006.713867","363160003.662109","291579986.572266","377519989.013672","447279998.779297","410279998.779297","358230010.986328","415920013.427734","298059997.558594","381390014.648438","359570007.324219","237830001.831055","153410003.662109","289250000","254190002.441406","250630004.882813","274809997.558594","192910003.662109","173119995.117188","257609985.351563","351220001.220703","217660003.662109","220970001.220703","202119995.117188","633359985.351563","467540008.544922","563119995.117188","538929992.675781","567059997.558594","472269989.013672","594440002.441406","580679992.675781","",
"Gambie","GMB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","540000.021457672","1429999.94754791","2549999.95231628","5119999.88555908","2549999.95231628","4250000","3589999.91416931","3009999.99046326","5840000.15258789","3670000.07629395","1309999.94277954","3529999.97138977","4880000.11444092","6440000.05722046","10189999.5803833","8039999.96185303","10850000.3814697","21250000","34180000.3051758","34310001.373291","52639999.3896484","67379997.253418","46110000.6103516","40380001.0681152","51750000","48040000.9155273","101400001.525879","103290000.915527","83220001.2207031","98660003.6621094","97260002.1362305","99540000.9155273","108839996.337891","84900001.5258789","68889999.3896484","45430000.3051758","36060001.373291","38900001.5258789","39450000.7629395","34349998.4741211","49639999.3896484","52729999.5422363","64470001.2207031","63290000.9155273","61340000.1525879","60759998.3215332","75199996.9482422","97199996.9482422","94629997.253418","125169998.168945","121099998.474121","135710006.713867","138979995.727539","112300003.051758","100339996.337891","113940002.441406","91989997.8637695","284489990.234375","234130004.882813","194039993.286133","",
"Guinée-Bissau","GNB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","810000.002384186","","","","","2809999.94277954","509999.990463257","","70000.0002980232","","109999.999403954","","9999.99977648258","10060000.4196167","20760000.2288818","24850000.3814697","39049999.2370605","49610000.6103516","52529998.7792969","58099998.4741211","64120002.746582","63229999.5422363","63029998.7792969","54389999.3896484","56470001.2207031","69250000","111069999.694824","100819999.694824","114900001.525879","126349998.474121","112819999.694824","107300003.051758","94529998.7792969","174360000.610352","117599998.474121","180770004.272461","124529998.779297","96010002.1362305","52599998.4741211","81069999.6948242","60689998.626709","59880001.0681152","145369995.117188","77849998.4741211","66760002.1362305","88199996.9482422","125569999.694824","135690002.441406","149399993.896484","129000000","120639999.389648","80319999.6948242","105629997.253418","110250000","95040000.9155273","196820007.324219","113360000.610352","153580001.831055","120510002.13623","",
"Guinée équatoriale","GNQ","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","1009999.99046326","15890000.3433228","2180000.0667572","419999.986886978","839999.973773956","589999.973773956","2630000.11444092","9229999.54223633","10229999.5422363","13960000.038147","11119999.8855591","14970000.2670288","17110000.6103516","20399999.6185303","53229999.5422363","47909999.8474121","56220001.2207031","60229999.5422363","62180000.3051758","61819999.6948242","52659999.8474121","29729999.5422363","33400001.5258789","30819999.6948242","23889999.3896484","22159999.8474121","20239999.7711182","21270000.4577637","13239999.7711182","20149999.6185303","20930000.3051758","29149999.6185303","38130001.0681152","26209999.0844727","31360000.6103516","32080001.8310547","31780000.6866455","85069999.6948242","24549999.2370605","14449999.8092651","4630000.11444092","519999.980926514","7489999.77111816","6920000.07629395","6929999.82833862","6719999.79019165","64069999.6948242","",
"Grèce","GRC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenade","GRD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","50000.0007450581","1850000.02384186","2750000","2720000.02861023","3339999.91416931","2589999.91416931","2839999.91416931","3849999.90463257","6059999.94277954","6150000.09536743","7420000.07629395","27469999.3133545","34409999.8474121","23940000.5340576","19129999.1607666","20030000.6866455","14649999.6185303","13800000.1907349","16450000.7629395","12930000.3051758","7869999.88555908","23610000.6103516","10819999.6948242","11850000.3814697","8880000.11444092","6260000.22888184","10399999.6185303","16870000.8392334","11289999.961853","10220000.2670288","10779999.7329712","15600000.3814697","52599998.4741211","26809999.4659424","26090000.1525879","31799999.2370605","45830001.8310547","33849998.4741211","12029999.7329712","7659999.84741211","12529999.7329712","39709999.0844727","24100000.3814697","8579999.92370605","5840000.15258789","31739999.7711182","14680000.3051758","",
"Groenland","GRL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","16629999.1607666","15470000.2670288","9979999.54223633","10590000.1525879","12159999.8474121","13899999.6185303","10350000.3814697","15130000.1144409","16620000.8392334","13529999.7329712","14510000.2288818","11939999.5803833","18979999.5422363","18370000.8392334","22170000.0762939","30069999.6948242","50060001.373291","42240001.6784668","32080001.8310547","41380001.0681152","41959999.0844727","38569999.6948242","43810001.373291","57000000","48580001.8310547","76019996.6430664","122330001.831055","238369995.117188","211100006.103516","238500000","185910003.662109","191179992.675781","198389999.389648","218850006.103516","196029998.779297","205350006.103516","182839996.337891","256299987.792969","230289993.286133","280899993.896484","260700012.207031","227160003.662109","253240005.493164","259309997.558594","233509994.506836","269480010.986328","500670013.427734","465029998.779297","539500000","380559997.558594","402059997.558594","353570007.324219","304890014.648438","496600006.103516","279839996.337891","411290008.544922","265450012.207031","367010009.765625","399399993.896484","393850006.103516","",
"Guam","GUM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyane","GUY","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","7570000.17166138","9380000.11444092","8319999.69482422","6150000.09536743","5070000.17166138","6989999.77111816","8670000.07629395","11350000.3814697","15159999.8474121","18100000.3814697","16979999.5422363","16430000.3051758","12460000.038147","8090000.15258789","12140000.3433228","10100000.3814697","22030000.6866455","11609999.6566772","26079999.9237061","29489999.7711182","26649999.6185303","51959999.0844727","24469999.3133545","15210000.038147","9789999.96185303","10720000.2670288","24100000.3814697","23659999.8474121","22750000","39590000.1525879","164770004.272461","127750000","67480003.3569336","87970001.2207031","68099998.4741211","68089996.3378906","88800003.0517578","235529998.779297","75379997.253418","55619998.9318848","63630001.0681152","63919998.1689453","47259998.3215332","59279998.7792969","101339996.337891","101360000.610352","129509994.506836","78080001.8310547","120389999.389648","111230003.356934","106410003.662109","105620002.746582","114919998.168945","101239997.86377","160610000.610352","32139999.3896484","70019996.6430664","51130001.0681152","104180000.305176","113269996.643066","",
"Revenu élevé","HIC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","568670012.811199","638409995.878115","603030015.230179","681140015.421435","500599999.962375","613230007.469654","659390007.803217","612489991.622046","569270009.033382","659709993.712604","607940011.106431","675100008.498877","777309993.399307","848839989.516884","900199991.133064","1362080008.59804","1588930034.29286","2007110022.73299","1746149988.61402","2305180034.12336","2170309988.76318","2304519974.07526","1954719993.94521","2465249977.92207","2332710015.72721","2952260021.355","3222919988.87807","2570360058.0059","2371680066.53339","2458860007.938","2916010021.40343","3128189953.40914","3483300046.96921","2927840033.17356","3028920053.80988","2193809989.9739","3882580043.74802","1364630027.71139","1922370005.41389","1109360016.24726","516900003.433228","534469992.697239","554640007.972717","527300006.240606","518729999.825358","482480003.476143","544429993.838072","447749996.66214","748110001.087189","770020006.17981","753480003.356934","592010000.228882","483129992.246628","395260001.063347","249030007.123947","219630000.829697","308100002.944469","242739997.86377","247939998.626709","200350002.288818","",
"Chine, RAS de Hong Kong","HKG","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","5829999.92370605","5119999.88555908","1909999.9666214","5449999.80926514","280000.001192093","4250000","2470000.02861023","2650000.09536743","1320000.05245209","1289999.96185303","1409999.9666214","3630000.11444092","2890000.10490417","910000.026226044","1029999.97138977","-1139999.98569489","2680000.0667572","2069999.9332428","2349999.90463257","11909999.8474121","10890000.3433228","9520000.45776367","7929999.82833862","8779999.73297119","13750000","20479999.5422363","18469999.3133545","19389999.3896484","22100000.3814697","40619998.9318848","38159999.8474121","36069999.6948242","-39000000","30270000.4577637","26870000.8392334","17729999.5422363","13199999.8092651","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","5389999.8664856","7340000.15258789","5880000.11444092","7320000.17166138","10710000.038147","11670000.0762939","9729999.54223633","8789999.96185303","16219999.3133545","12399999.6185303","13939999.5803833","11739999.7711182","16329999.9237061","13960000.038147","19500000","37630001.0681152","29850000.3814697","32349998.4741211","50110000.6103516","70440002.4414063","86750000","87889999.3896484","122190002.441406","146449996.948242","215089996.337891","237910003.662109","267500000","251830001.831055","293380004.882813","244600006.103516","411049987.792969","299600006.103516","314640014.648438","288309997.558594","255990005.493164","374670013.427734","238729995.727539","275519989.013672","283500000","757260009.765625","399850006.103516","562250000","382089996.337891","317260009.765625","539570007.324219","649359985.351563","518229980.46875","407540008.544922","462130004.882813","418390014.648438","470500000","359250000","566190002.441406","625869995.117188","606280029.296875","540599975.585938","412399993.896484","442230010.986328","664900024.414063","457570007.324219","",
"Pays pauvres très endettés (PPTE)","HPC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatie","HRV","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","","109660003.662109","53279998.7792969","133309997.558594","40360000.6103516","39380001.0681152","48470001.2207031","65510002.1362305","112129997.253418","130600006.103516","120400001.525879","119660003.662109","123459999.084473","196509994.506836","162910003.662109","241059997.558594","168830001.831055","131550003.051758","","","","","","","","","","",
"Haïti","HTI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","10359999.6566772","14210000.038147","5500000","3140000.10490417","4010000.22888184","6159999.84741211","4480000.01907349","4400000.09536743","5809999.94277954","4139999.8664856","6710000.03814697","5929999.82833862","7010000.22888184","7809999.94277954","12880000.1144409","41549999.2370605","54659999.8474121","64809997.5585938","74150001.5258789","74940002.4414063","95029998.7792969","96129997.253418","113629997.253418","117010002.13623","115819999.694824","138119995.117188","177509994.506836","210479995.727539","135960006.713867","186080001.831055","155710006.713867","170610000.610352","100510002.13623","120620002.746582","615289978.027344","654799987.792969","331109985.351563","280799987.792969","350929992.675781","213770004.272461","181639999.389648","170029998.779297","151949996.948242","186740005.493164","280059997.558594","366630004.882813","531539978.027344","622630004.882813","824619995.117188","990760009.765625","2889840087.89063","1506459960.9375","1273349975.58594","1152130004.88281","1082359985.35156","1045859985.35156","1071680053.71094","981250000","997159973.144531","726469970.703125","",
