"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Revenu faible et intermédiaire","LMY","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","3728399902.34375","4672870117.1875","4879189941.40625","5195280273.4375","5206959960.9375","5627169921.875","5758780273.4375","5903910156.25","5313469726.5625","5298739746.09375","5945509765.625","6797460449.21875","7145430175.78125","9722269531.25","13393010742.1875","16970250000","16083129882.8125","16476210937.5","23061230468.75","25869371093.75","31731519531.25","30270189453.125","27670550781.25","25968810546.875","27095609375","28445468750","33647640625","38141199218.75","41270839843.75","42614628906.25","54144031250","57327257812.5","56077507812.5","51905917968.75","55747988281.25","55379621093.75","50836558593.75","46176269531.25","48258519531.25","50571289062.5","48138128906.25","50319652343.75","60120460937.5","69647453125","78034000000","106538960937.5","104888664062.5","106242468750","123781500000","123527054687.5","127510453125","138369750000","132637250000","150241296875","160985187500","146068062500","158008515625","164343000000","165768703125","167526953125","",
"Lesotho","LSO","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1559999.94277954","4139999.8664856","5929999.82833862","5639999.8664856","5659999.84741211","9489999.77111816","12539999.961853","13779999.7329712","13180000.3051758","13069999.6948242","9729999.54223633","16569999.6948242","13840000.1525879","13930000.3051758","20620000.8392334","28479999.5422363","28520000.4577637","36669998.1689453","49409999.8474121","64709999.0844727","93160003.6621094","103250000","92349998.4741211","106180000.305176","98459999.0844727","92180000.3051758","85379997.253418","104849998.474121","108900001.525879","134509994.506836","139130004.882813","123309997.558594","143160003.662109","143059997.558594","115620002.746582","112650001.525879","103209999.084473","91489997.8637695","61849998.4741211","31670000.0762939","37169998.1689453","55549999.2370605","77000000","79129997.253418","95309997.5585938","68440002.4414063","71190002.4414063","130899993.896484","144710006.713867","122269996.643066","256049987.792969","256769989.013672","276260009.765625","320670013.427734","107169998.168945","86489997.8637695","112069999.694824","145660003.662109","153690002.441406","145979995.727539","",
"de dividende tardif démographique","LTE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lituanie","LTU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lettonie","LVA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Région administrative spéciale de Macao, Chine","MAC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1779999.97138977","1200000.04768372","","1019999.98092651","","","340000.003576279","140000.000596046","170000.001788139","70000.0002980232","209999.993443489","239999.994635582","90000.0035762787","119999.997317791","29999.9993294477","19999.9995529652","","","","19999.9995529652","4429999.82833862","9999.99977648258","720000.028610229","560000.002384186","449999.988079071","419999.986886978","360000.014305115","140000.000596046","349999.994039536","330000.013113022","230000.004172325","119999.997317791","129999.995231628","180000.007152557","289999.99165535","-4010000.22888184","319999.992847443","360000.014305115","500000","319999.992847443","","","","","","","","","","","","","","","","","","","","","",
"Saint-Martin (fr)","MAF","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maroc","MAR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","59799999.2370605","111330001.831055","79790000.9155273","94510002.1362305","101379997.253418","106610000.610352","98209999.0844727","62209999.0844727","92690002.4414063","77629997.253418","85559997.5585938","132520004.272461","101449996.948242","94160003.6621094","114750000","270109985.351563","251509994.506836","605690002.441406","428859985.351563","537380004.882813","1160839965.82031","1044099975.58594","850539978.027344","446779998.779297","339769989.013672","865859985.351563","427779998.779297","425790008.544922","483260009.765625","499119995.117188","1241089965.82031","1532670043.94531","953599975.585938","780000000","683520019.53125","500559997.558594","649590026.855469","471559997.558594","531210021.972656","681940002.441406","447380004.882813","493850006.103516","364390014.648438","584390014.648438","780599975.585938","732640014.648438","1101530029.29688","1219229980.46875","1453359985.35156","1045959960.9375","985500000","1440239990.23438","1471140014.64844","2008650024.41406","2240149902.34375","1518280029.29688","2062310058.59375","2427649902.34375","818200012.207031","757859985.351563","",
"Monaco","MCO","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65290000.9155273","39779998.7792969","107260002.13623","122650001.525879","119239997.86377","142979995.727539","119059997.558594","119900001.525879","169710006.713867","224820007.324219","270299987.792969","298170013.427734","245779998.779297","473010009.765625","461690002.441406","475489990.234375","348690002.441406","517799987.792969","312579986.572266","262049987.792969","243210006.713867","230509994.506836","342690002.441406","",
"Madagascar","MDG","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","2650000.09536743","1490000.00953674","4989999.77111816","8289999.96185303","47590000.1525879","50819999.6948242","47700000.7629395","43639999.3896484","48619998.9318848","45569999.6948242","47950000.7629395","46880001.0681152","54700000.7629395","52500000","62750000","82209999.0844727","61349998.4741211","60580001.8310547","90470001.2207031","137089996.337891","229550003.051758","232979995.727539","240119995.117188","181179992.675781","150210006.713867","184639999.389648","309820007.324219","330589996.337891","295980010.986328","347230010.986328","396959991.455078","455109985.351563","361549987.792969","361220001.220703","288140014.648438","299410003.662109","354690002.441406","837669982.910156","484670013.427734","362390014.648438","324480010.986328","374529998.779297","373940002.441406","545359985.351563","1252520019.53125","916150024.414063","784409973.144531","896830017.089844","847200012.207031","434510009.765625","477309997.558594","447279998.779297","368489990.234375","499279998.779297","588119995.117188","677510009.765625","621580017.089844","779039978.027344","695840026.855469","756169982.910156","",
"Maldives","MDV","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","29999.9993294477","259999.990463257","479999.989271164","300000.011920929","280000.001192093","119999.997317791","1990000.00953674","370000.004768372","289999.99165535","170000.001788139","239999.994635582","850000.023841858","639999.985694885","579999.983310699","610000.014305115","3250000","3009999.99046326","3650000.09536743","8100000.38146973","6280000.20980835","20909999.8474121","12670000.0762939","5260000.22888184","9930000.30517578","5170000.07629395","8510000.22888184","15220000.2670288","15289999.961853","25350000.3814697","27079999.9237061","15649999.6185303","27020000.4577637","30950000.7629395","26540000.9155273","27489999.7711182","52490001.6784668","26489999.7711182","23479999.5422363","24829999.9237061","30420000.0762939","18139999.3896484","22299999.2370605","21530000.6866455","17000000","26620000.8392334","72389999.3896484","34090000.1525879","33790000.9155273","52930000.3051758","29090000.1525879","88279998.7792969","49830001.8310547","56729999.5422363","21700000.7629395","22540000.9155273","23989999.7711182","22709999.0844727","46479999.5422363","131429992.675781","72080001.8310547","",
"Afrique du Nord et Moyen-Orient","MEA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1011819993.44379","1187530006.28948","1082760004.90785","990869999.390095","903939999.163151","765419997.379184","721619991.729036","529929996.011779","502480004.671961","539469997.951761","987740005.169064","982580016.590655","1102860006.10888","2358879971.73145","3744500036.41844","5850059918.49303","6064029945.31393","7202869883.5969","7337009946.89763","8409989954.99313","9093279933.51221","8721089925.19975","7242010019.77921","6521499943.01796","6222880018.59188","7128060012.69817","6733679945.4689","6493980116.00971","5162470106.00567","5223829966.78352","13342470145.4639","13148729828.8345","9317259943.72368","7239709974.05052","8482250066.28037","6049049882.65038","8318089906.21567","5705769965.52944","6235120024.68109","5385759985.92377","4837909940.7196","4983090020.41817","4834079949.37897","8397839888.57269","10800999818.8019","28264389896.3928","17181700250.6256","18003889759.0637","24222650215.1489","13675179916.3818","12273710113.0486","15597039665.2222","13656770118.7134","25861659805.2979","32511739837.6465","19311190261.8408","26468600036.6211","28100299438.4766","32132330184.9365","29074119453.4302","",
"Mexique","MEX","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","7760000.22888184","84699996.9482422","37130001.0681152","3059999.94277954","-22729999.5422363","48950000.7629395","36220001.2207031","36020000.4577637","27120000.8392334","21670000.0762939","29930000.3051758","16819999.6948242","21200000.7629395","13210000.038147","22059999.4659424","21620000.8392334","20469999.3133545","18510000.2288818","17360000.6103516","67190002.4414063","67389999.3896484","111370002.746582","150080001.831055","149759994.506836","93500000","150940002.441406","269399993.896484","176500000","178220001.220703","114519996.643066","178339996.337891","290220001.220703","339190002.441406","446410003.662109","450220001.220703","410559997.558594","305429992.675781","113800003.051758","30040000.9155273","45950000.7629395","-40459999.0844727","98940002.4414063","135550003.051758","115639999.389648","135929992.675781","200000000","245899993.896484","112459999.084473","148300003.051758","186679992.675781","454730010.986328","967020019.53125","407929992.675781","562390014.648438","814890014.648438","321070007.324219","809340026.855469","754609985.351563","549299987.792969","535789978.027344","",
"Îles Marshall","MHL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280000.001192093","5570000.17166138","30159999.8474121","46330001.8310547","33389999.3896484","69940002.4414063","52930000.3051758","42479999.5422363","59080001.8310547","47459999.0844727","67709999.0844727","55729999.5422363","52130001.0681152","49919998.1689453","56290000.9155273","55330001.8310547","53319999.6948242","53209999.0844727","61169998.1689453","24930000.3051758","84519996.6430664","83849998.4741211","93739997.8637695","55700000.7629395","57060001.373291","12560000.4196167","72510002.1362305","54389999.3896484","65970001.2207031","",
"Revenu intermédiaire","MIC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","2923199951.17188","3713370117.1875","3708929931.64063","3986320068.35938","4130439941.40625","4488259765.625","4691040039.0625","4788870117.1875","4321029785.15625","4254919921.875","4557489746.09375","5003720214.84375","5003580078.125","6517520019.53125","8840570312.5","11668189453.125","11349469726.5625","11210080078.125","13647200195.3125","15421020507.8125","19262939453.125","18463089843.75","17501750000","16295450195.3125","16543759765.625","17079949218.75","20103289062.5","22318560546.875","24539410156.25","25813400390.625","35138960937.5","37957417968.75","36787808593.75","34021078125","35805078125","35345851562.5","32274429687.5","27814291015.625","30017119140.625","32612230468.75","29634939453.125","31211630859.375","34153609375","36117500000","41510488281.25","67871046875","61576250000","54979378906.25","60324761718.75","58471140625","56223109375","61746558593.75","61335539062.5","70281882812.5","68166109375","63065648437.5","64890750000","66264968750","62532980468.75","64364621093.75","",
"Macédoine du Nord","MKD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319999.9332428","104260002.13623","78800003.0517578","105389999.389648","98279998.7792969","104910003.662109","276950012.207031","250850006.103516","247639999.389648","273859985.351563","266109985.351563","264000000","227399993.896484","200850006.103516","201830001.831055","202800003.051758","194220001.220703","194309997.558594","192289993.286133","147710006.713867","196729995.727539","211919998.168945","214320007.324219","168350006.103516","149949996.948242","170179992.675781","141800003.051758","",
"Mali","MLI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","79999.9982118607","2440000.05722046","9560000.4196167","7110000.1335144","17239999.7711182","21610000.6103516","24950000.7629395","17200000.7629395","27889999.3896484","23219999.3133545","22090000.1525879","29840000.1525879","37810001.373291","70610000.6103516","115889999.389648","143970001.220703","87040000.9155273","110199996.948242","157080001.831055","187529998.779297","266420013.427734","228009994.506836","208839996.337891","218369995.117188","319570007.324219","378649993.896484","378690002.441406","360149993.896484","435380004.882813","447179992.675781","479170013.427734","449679992.675781","429690002.441406","369959991.455078","440149993.896484","540409973.144531","490170013.427734","429329986.572266","346820007.324219","354390014.648438","288040008.544922","351739990.234375","420480010.986328","556229980.46875","585299987.792969","724590026.855469","869200012.207031","1021010009.76563","967750000","984659973.144531","1091459960.9375","1267619995.11719","995580017.089844","1397560058.59375","1235839965.82031","1201640014.64844","1205160034.17969","1360079956.05469","1499569946.28906","1863209960.9375","",
"Malte","MLT","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","12329999.9237061","9770000.45776367","8840000.15258789","17239999.7711182","19600000.3814697","16540000.9155273","17440000.5340576","16120000.8392334","16850000.3814697","15050000.1907349","19559999.4659424","16040000.9155273","15039999.961853","27489999.7711182","21530000.6866455","33650001.5258789","30319999.6948242","31170000.0762939","39529998.7792969","51799999.2370605","15930000.3051758","49369998.9318848","25079999.9237061","44029998.7792969","11409999.8474121","18329999.9237061","6829999.92370605","-1429999.94754791","-2829999.92370605","-5210000.03814697","5309999.94277954","21799999.2370605","4630000.11444092","30870000.8392334","42490001.6784668","9210000.03814697","72169998.1689453","22389999.3896484","21870000.8392334","25100000.3814697","21239999.7711182","1700000.04768372","11039999.961853","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","35659999.8474121","21379999.1607666","28559999.4659424","42000000","21360000.6103516","17110000.6103516","16780000.6866455","12819999.6948242","15510000.2288818","28629999.1607666","23030000.6866455","40840000.1525879","44340000.1525879","70489997.8637695","66699996.9482422","54659999.8474121","65089996.3378906","91830001.8310547","216029998.779297","342149993.896484","294529998.779297","260489990.234375","281250000","281790008.544922","242690002.441406","311489990.234375","372619995.117188","314320007.324219","399690002.441406","149320007.324219","154559997.558594","174570007.324219","114319999.694824","103529998.779297","177149993.896484","160449996.948242","49419998.1689453","61040000.9155273","72430000.3051758","81050003.0517578","105639999.389648","125669998.168945","119029998.779297","125019996.643066","123449996.948242","144830001.831055","145710006.713867","195889999.389648","534590026.855469","355959991.455078","354920013.427734","379950012.207031","504529998.779297","3936120117.1875","1384459960.9375","1168500000","1536660034.17969","1542339965.82031","1712050048.82813","2079929931.64063","",
"Afrique du Nord et Moyen-Orient (hors revenu élevé)","MNA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","885519991.159439","1068950007.31945","978030003.219843","862160000.20504","784469999.790192","624239994.581789","582559992.790222","441579997.003078","421750002.613291","466489996.204153","896840005.874634","879450014.591217","982050004.005432","2104389977.98041","3392970036.02982","5174799900.29335","5052499912.7388","5920189859.39026","6244309967.04102","6775279912.71019","7731629959.58328","7414129949.27168","6009200023.77033","4753039959.90753","4593689984.79843","4942089989.18533","4514709959.03015","5048630068.77899","3907240048.40851","3996959957.1228","11725540134.4299","11248909871.1014","7077589920.28236","5676859936.71417","6934940009.35555","5498919887.54272","5799829890.728","5431319965.83939","5441200032.23419","5223479983.32977","4654609943.38989","4889160022.7356","4667709945.67871","8187969886.77979","10622199821.4722","28220239894.8669","17103330251.6937","17920979770.6604","24148000213.623","13530689910.8887","12295320113.6589","15597039665.2222","13656770118.7134","25861659805.2979","32511739837.6465","19311190261.8408","26468600036.6211","28100299438.4766","32132330184.9365","29074119453.4302","",
"Monténégro","MNE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8140000.34332275","20129999.1607666","3859999.89509583","95589996.3378906","105650001.525879","104470001.220703","76489997.8637695","80069999.6948242","126629997.253418","103089996.337891","117180000.305176","100419998.168945","99959999.0844727","85730003.3569336","117989997.86377","156210006.713867","96940002.4414063","",
"Mongolie","MNG","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","3400000.09536743","3400000.09536743","3400000.09536743","3400000.09536743","2400000.09536743","2400000.09536743","2400000.09536743","2000000","2119999.88555908","5170000.07629395","6519999.98092651","4679999.82833862","3829999.92370605","6090000.15258789","13050000.1907349","69559997.5585938","100800003.051758","106870002.746582","156350006.103516","153179992.675781","165179992.675781","183550003.051758","171789993.286133","176559997.558594","185570007.324219","183300003.051758","183559997.558594","213570007.324219","219490005.493164","195199996.948242","182399993.896484","212089996.337891","230630004.882813","306760009.765625","286660003.662109","337450012.207031","446529998.779297","430519989.013672","316910003.662109","236339996.337891","325670013.427734","765590026.855469","333519989.013672","314529998.779297","",
"Mariannes","MNP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","5000000","6010000.22888184","8020000.45776367","17010000.2288818","11079999.9237061","18209999.0844727","18079999.9237061","20219999.3133545","29909999.8474121","46110000.6103516","48189998.626709","53259998.3215332","57209999.0844727","65610000.6103516","75279998.7792969","81330001.8310547","89569999.6948242","91610000.6103516","101209999.084473","111669998.168945","109139999.389648","136289993.286133","161839996.337891","133860000.610352","185229995.727539","158979995.727539","232059997.558594","185279998.779297","152210006.713867","158750000","62540000.9155273","28059999.4659424","7389999.8664856","88949996.9482422","2299999.95231628","-699999.988079071","-1570000.05245209","689999.997615814","200000.002980232","119999.997317791","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","19999.9995529652","3589999.91416931","90000.0035762787","170000.001788139","-39999.9991059303","","6849999.90463257","18030000.6866455","19999.9995529652","29999.9993294477","79999.9982118607","119999.997317791","129999.995231628","109999.999403954","689999.997615814","20329999.9237061","69870002.746582","79800003.0517578","104080001.831055","143899993.896484","167059997.558594","140250000","204509994.506836","207009994.506836","254320007.324219","295690002.441406","420029998.779297","665210021.972656","916599975.585938","805000000","997510009.765625","1065099975.58594","1459680053.71094","1176959960.9375","1199939941.40625","1063390014.64844","886729980.46875","948210021.972656","1039949951.17188","818669982.910156","907390014.648438","961469970.703125","2217370117.1875","1049520019.53125","1244290039.0625","1289859985.35156","1641939941.40625","1784989990.23438","1993089965.82031","2013599975.58594","1943130004.88281","2065469970.70313","2071699951.17188","2312699951.17188","2106010009.76563","1819119995.11719","1533770019.53125","1806089965.82031","1823510009.76563","1907780029.29688","",
"Mauritanie","MRT","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","39999.9991059303","1009999.99046326","2240000.00953674","1620000.00476837","12079999.9237061","9300000.19073486","21700000.7629395","12489999.7711182","20989999.7711182","11819999.6948242","7510000.22888184","14609999.6566772","13350000.3814697","30879999.1607666","97980003.3569336","83180000.3051758","206190002.441406","177910003.662109","240089996.337891","170169998.168945","175369995.117188","223130004.882813","187679992.675781","179559997.558594","172759994.506836","207559997.558594","230589996.337891","193910003.662109","182929992.675781","250839996.337891","236179992.675781","217399993.896484","199619995.117188","337839996.337891","268940002.441406","230229995.727539","272269989.013672","239070007.324219","165860000.610352","222699996.948242","223630004.882813","282739990.234375","363459991.455078","260850006.103516","194770004.272461","188800003.051758","216320007.324219","348850006.103516","454790008.544922","375980010.986328","373609985.351563","381720001.220703","409790008.544922","294739990.234375","260709991.455078","329459991.455078","307290008.544922","291730010.986328","448380004.882813","412179992.675781","",
"Maurice","MUS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","529999.971389771","5500000","4289999.96185303","5809999.94277954","2150000.09536743","2190000.05722046","4380000.11444092","5179999.82833862","9640000.34332275","5400000.09536743","6010000.22888184","9239999.77111816","10560000.4196167","13720000.2670288","24969999.3133545","28420000.0762939","17030000.6866455","22360000.6103516","43779998.7792969","32040000.9155273","33090000.1525879","58279998.7792969","47709999.0844727","40139999.3896484","33409999.8474121","26639999.3896484","54020000.4577637","62599998.4741211","57310001.373291","60340000.1525879","88290000.9155273","67319999.6948242","45689998.626709","26739999.7711182","14840000.1525879","23819999.6948242","20329999.9237061","42060001.373291","40409999.8474121","41819999.6948242","20750000","21280000.6866455","23850000.3814697","-14520000.4577637","32799999.2370605","34400001.5258789","19129999.1607666","69209999.0844727","108680000.305176","156029998.779297","124589996.337891","185690002.441406","176679992.675781","145740005.493164","44590000.1525879","78419998.1689453","42340000.1525879","14630000.1144409","69180000.3051758","22180000.3051758","",
"Malawi","MWI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","4159999.84741211","8229999.54223633","11609999.6566772","16459999.0844727","32560001.373291","33909999.8474121","31709999.0844727","30040000.9155273","46930000.3051758","27500000","36770000.4577637","31520000.4577637","36169998.1689453","29610000.6103516","41389999.3896484","62880001.0681152","61659999.8474121","78910003.6621094","98209999.0844727","141419998.168945","141179992.675781","136639999.389648","120230003.356934","115489997.86377","181320007.324219","112459999.084473","194490005.493164","275839996.337891","375600006.103516","417299987.792969","500359985.351563","549570007.324219","578039978.027344","497339996.337891","471140014.648438","435140014.648438","492540008.544922","344100006.103516","434679992.675781","446779998.779297","448149993.896484","411100006.103516","379739990.234375","519570007.324219","507420013.427734","573650024.414063","722869995.117188","766669982.910156","924739990.234375","773710021.972656","1016849975.58594","798280029.296875","1170910034.17969","1132550048.82813","931159973.144531","1049380004.88281","1241609985.35156","1520439941.40625","1279310058.59375","1206219970.70313","",
"Malaisie","MYS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","13279999.7329712","18909999.8474121","21819999.6948242","12729999.5422363","17180000.3051758","22180000.3051758","30149999.6185303","23100000.3814697","25670000.0762939","30819999.6948242","26360000.6103516","42189998.626709","50080001.8310547","44209999.0844727","68339996.3378906","98220001.2207031","62490001.6784668","70410003.6621094","79620002.746582","124589996.337891","134490005.493164","142720001.220703","134720001.220703","175470001.220703","325029998.779297","226800003.051758","190559997.558594","362059997.558594","101980003.356934","137509994.506836","466540008.544922","287899993.896484","202440002.441406","94010002.1362305","65690002.4414063","106750000","-456600006.103516","-240339996.337891","201740005.493164","145929992.675781","48650001.5258789","29329999.9237061","89339996.3378906","110319999.694824","299230010.986328","29219999.3133545","241360000.610352","202149993.896484","156350006.103516","139919998.168945","-6139999.8664856","40810001.373291","18319999.6948242","-113309997.558594","19920000.0762939","-600000.023841858","-51819999.6948242","-29250000","-34549999.2370605","5989999.77111816","",
"Amérique du Nord","NAC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","0","0","0","0","9999.99977648258","50000.0007450581","59999.9986588955","59999.9986588955","39999.9991059303","9999.99977648258","9999.99977648258","0","9999.99977648258","0","29999.9993294477","19999.9995529652","29999.9993294477","79999.9982118607","159999.996423721","150000.005960464","280000.001192093","209999.993443489","70000.0002980232","70000.0002980232","79999.9982118607","939999.997615814","90000.0035762787","230000.004172325","39999.9991059303","100000.001490116","42189998.626709","-4719999.79019165","-5000000","-4820000.17166138","-12479999.5422363","-2079999.92370605","-4070000.17166138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Namibie","NAM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","19999.9995529652","","","","","","","","","","","9999.99977648258","","5269999.98092651","14579999.9237061","16530000.6866455","22120000.8392334","58500000","119620002.746582","180449996.948242","142339996.337891","152550003.051758","137100006.103516","190369995.117188","185919998.168945","165160003.662109","180830001.831055","178630004.882813","152410003.662109","109510002.13623","135020004.272461","148380004.882813","175330001.831055","113379997.253418","149330001.831055","220850006.103516","205490005.493164","331130004.882813","261329986.572266","278209991.455078","252440002.441406","261040008.544922","226220001.220703","142380004.882813","170190002.441406","190449996.948242","159449996.948242","148410003.662109","",
"Nouvelle-Calédonie","NCL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","17200000.7629395","11609999.6566772","15810000.4196167","16500000","22870000.8392334","38229999.5422363","54959999.0844727","74639999.3896484","62049999.2370605","64709999.0844727","46490001.6784668","78059997.5585938","115010002.13623","148649993.896484","197970001.220703","150169998.168945","158660003.662109","181899993.896484","130509994.506836","145369995.117188","206589996.337891","282630004.882813","261100006.103516","281600006.103516","302410003.662109","310679992.675781","357980010.986328","394730010.986328","408429992.675781","451209991.455078","396140014.648438","338820007.324219","338390014.648438","314510009.765625","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","39999.9991059303","1990000.00953674","4380000.11444092","4510000.22888184","14859999.6566772","15130000.1144409","22069999.6948242","22020000.4577637","30649999.6185303","33380001.0681152","31540000.9155273","40889999.3896484","43240001.6784668","70849998.4741211","134809997.558594","137270004.272461","125709999.084473","95019996.6430664","155229995.727539","172529998.779297","165429992.675781","191360000.610352","257160003.662109","173570007.324219","157750000","297640014.648438","303709991.455078","354649993.896484","371410003.662109","298049987.792969","387589996.337891","369559997.558594","356709991.455078","338519989.013672","372950012.207031","272390014.648438","252059997.558594","333230010.986328","292339996.337891","187270004.272461","209210006.713867","258980010.986328","295809997.558594","481019989.013672","548679992.675781","523090026.855469","541940002.441406","575450012.207031","615450012.207031","470630004.882813","741380004.882813","644669982.910156","891140014.648438","797299987.792969","917780029.296875","869280029.296875","952479980.46875","1224699951.17188","1199520019.53125","1490349975.58594","",
"Nigéria","NGA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","32639999.3896484","30389999.3896484","30979999.5422363","20719999.3133545","44970001.2207031","75309997.5585938","68360000.6103516","72800003.0517578","68800003.0517578","85110000.6103516","107540000.915527","107110000.610352","83000000","76379997.253418","72610000.6103516","81379997.253418","51819999.6948242","42009998.3215332","40150001.5258789","25739999.7711182","34400001.5258789","39250000","34950000.7629395","46750000","32389999.3896484","31709999.0844727","58119998.9318848","67620002.746582","118080001.831055","344000000","255080001.831055","258320007.324219","258820007.324219","288420013.427734","189660003.662109","210960006.713867","188750000","199839996.337891","203339996.337891","151990005.493164","173800003.051758","167820007.324219","299549987.792969","309850006.103516","578770019.53125","6401790039.0625","11431959960.9375","1958599975.58594","1293719970.70313","1639229980.46875","2052360107.42188","1809859985.35156","1916170043.94531","2515719970.70313","2478600097.65625","2431540039.0625","2498189941.40625","3358959960.9375","3304949951.17188","3517320068.35938","",
"Nicaragua","NIC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","8319999.69482422","9380000.11444092","7460000.03814697","7780000.20980835","9279999.73297119","9250000","12630000.1144409","11279999.7329712","11319999.6948242","16190000.5340576","22389999.3896484","15010000.2288818","11020000.4577637","27760000.2288818","30370000.8392334","27190000.5340576","26500000","23690000.5340576","28799999.2370605","82849998.4741211","183479995.727539","95720001.2207031","96809997.5585938","93889999.3896484","104680000.305176","100809997.558594","146330001.831055","145000000","220589996.337891","242149993.896484","329559997.558594","799020019.53125","612080017.089844","316929992.675781","538539978.027344","569070007.324219","883359985.351563","354160003.662109","504510009.765625","597739990.234375","501929992.675781","825070007.324219","416049987.792969","737340026.855469","1104910034.17969","656349975.585938","623849975.585938","729799987.792969","662229980.46875","661429992.675781","511160003.662109","536580017.089844","532320007.324219","495799987.792969","432170013.427734","457920013.427734","430980010.986328","562590026.855469","353760009.765625","389239990.234375","",
"Pays-Bas","NLD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
