"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DT.ODA.ODAT.CD","Aide publique au développement nette reçue ($ US courants)","L'aide publique au développement (APD) nette désigne les décaissement de prêts consentis à des taux concessionnels (hors remboursement de capital) et les subventions des agences membres du Comité d'aide au développement (CAD), des institutions multilatérales et des pays non membres du CAD pour promouvoir le développement économique et le bien-être dans les pays et territoires figurant sur la liste du CAD des bénéficiaires d'APD. L'APD désigne les prêts dont l'élément de libéralité est d'au moins 25 % (calculé à un taux d'escompte de 10 %). Les données sont en dollars américains courants.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
